Country,Year,House Price Index,Rent Index,Affordability Ratio,Mortgage Rate (%),Inflation Rate (%),GDP Growth (%),Population Growth (%),Urbanization Rate (%),Construction Index
China,2015,178.48411989623344,108.7228660512154,4.121964130829402,6.104209413086862,6.1543263534038335,2.150704457008577,1.0694640251072522,71.97008111610391,74.3809311057625
Mexico,2021,121.97273169261224,94.696816336486,6.578349581665148,2.8710760117433503,6.895854711738884,1.2746720505203442,2.1293472128769704,66.89863817673259,87.04837632200666
Italy,2016,91.8817916268072,58.22683727439734,8.842892719044572,5.230224396327117,4.2918969731315375,5.697380387796335,0.3120470283329641,68.57136258845583,139.4879302551568
South Korea,2022,136.5731963995791,68.6919789118595,10.907669877196422,5.48713010803464,4.779936925279766,4.804653832753935,2.035529703359308,81.25088930145104,136.96106626909375
Netherlands,2017,101.56751523977172,96.121982916286,6.544779650887426,4.75616488520746,1.1928546970019398,3.262762436824288,2.497948040197333,61.44636116581668,148.1739347377054
France,2016,86.93613008751655,57.05446009641987,3.163996430863948,1.972214803779642,4.93954402720632,-1.430490812318168,0.1164147060281646,85.34625932908364,71.86175485886606
Brazil,2023,156.82734138645182,79.24367475171337,6.792213020493632,5.187911507944458,2.052051447493965,-1.1162070949488427,0.2411775517427179,68.61716974962245,93.7046496364792
Brazil,2018,136.79452305526294,114.08418083116293,3.305513807272189,4.9871013362342,2.43276854792158,5.395169563012243,2.398703858078787,88.32799467340303,107.9371373325971
UK,2021,99.52429877980444,100.57164806830536,5.526951261967702,1.6215798321572692,4.695569923396591,-0.5831145647436085,2.2916050452352,88.61785731007762,143.18915121763587
Mexico,2024,128.152235151255,58.211573227367616,4.126672129822953,4.927826436144857,3.2969883168465075,-0.3958021863973062,0.720580913595029,61.92626811225402,116.5577121531519
Japan,2015,100.78862551460271,51.85725427116738,4.632918915808176,4.41520780484846,3.239259578851237,5.141373688615799,1.8610524660845436,70.25452055093628,90.7538746745034
Brazil,2016,124.60057729579556,62.959305018703375,7.877108526405223,5.864729179382041,5.259461761662148,4.452489182891598,1.305741783487511,80.76829693553557,137.93565212522554
USA,2017,123.19450186421156,70.38603981386294,8.506676052501415,2.1974693032602093,2.398940215478918,0.9308947463495336,0.5962449447596256,83.55527884179041,85.97390257266878
Australia,2022,104.24097324150802,58.03857773174425,8.495580381974694,2.943152766201279,4.27804843924698,-0.7650982778063815,0.6839903564918612,75.97768297654758,74.14588294579416
France,2021,143.18372121697993,81.39118653848239,5.638896945282581,3.14332272684958,4.87136996450075,4.01899623550144,1.77052665304047,83.68854428383662,77.29648824389523
Switzerland,2022,162.2480563634361,59.27672709192939,10.758130340453604,6.113785952566972,3.6659024723230833,2.8500235020078195,1.6768343031604842,65.24515881781238,110.2052861170754
UAE,2016,103.91801042159256,59.95745580810373,4.09246445480186,3.016375737837978,1.1567977715692035,3.5372907335530552,-0.7819787065447805,75.2826638444937,149.73574830823816
India,2020,136.98896848713164,103.37210800184836,10.890890730855745,3.210408743579537,5.838172480368083,-1.1149461043583422,1.9625830210708133,63.82465986995948,101.78298324482938
Netherlands,2016,148.32480282896458,84.8022334805899,8.560625161810925,5.844524922393591,4.208963353152393,-1.7569035224253051,2.258320434274422,80.68580253094683,124.12107086217972
Germany,2021,175.4865280663194,101.6527841687038,7.989186472602606,4.558603731171761,3.2274004057806343,-0.0181520839907403,0.2459043752794154,82.73538331393107,71.15147909038046
UAE,2015,95.2024853128648,54.29447389774677,10.02685427461596,3.7990021188466008,0.8780646707855926,5.958930537358137,-0.7977680365127168,80.85105686575659,148.69431402107307
Spain,2016,157.2318391735639,86.41144507783955,10.669633502866862,4.259534193872428,4.146096814980011,5.01322882126676,0.4121900317433895,64.02045685351922,72.30261410506712
UK,2017,168.70864242651174,104.59128821003368,8.77828481538859,1.920699824975244,1.5505866416149896,5.188433508216634,1.122501708808565,60.27591154849889,78.11772342928256
South Africa,2016,109.16625787093032,98.64873202885798,10.741101574702842,5.399254944466749,0.7575223647643214,1.8440555780626315,-0.632744375536388,67.26135047587583,148.93300746137172
Japan,2016,117.96924081672668,91.32064597603654,5.412572767405886,4.620744539245671,3.161175739243063,2.416377446815842,0.5264428519736084,68.83397278625753,145.87626455697253
Germany,2018,101.58210274968432,93.60233330733,3.768127184943912,1.7584086058430386,3.953805105192962,2.325080972880852,1.2310046552437228,81.78274001167985,148.06816635700278
Canada,2016,90.78914269933044,52.2000429980714,8.727693701374022,3.071779905381633,3.805709492570568,5.260531791408744,-0.1274771979789377,72.31148769106889,130.44409108344388
UAE,2019,81.91922768230567,68.1869246121524,9.842608408099217,2.185548528644995,3.979515854441846,-0.2783850238620999,-0.9575772887463736,67.23604372798624,148.0699003928043
Russia,2024,131.55960285792503,84.21926061798442,9.001778317914939,2.1982562737815643,0.6948283341724066,0.4634395327295273,1.4663826695782634,66.05560356368845,123.87459466599338
USA,2021,139.78999788110852,114.53119645161816,3.796432518467276,2.479914312095726,0.7939773779184974,0.6026426461061147,0.360370513913187,68.14047095321688,136.29900073215435
UK,2022,117.01587002554444,51.08196315702072,11.354867063289529,3.640920741586572,6.783256323783852,5.708959816714023,1.9855330941357603,68.83346676208757,100.80781828815402
South Korea,2015,158.6345014415552,56.258770161858166,6.758226982064356,5.895591537810823,6.640758144894167,1.7392120899989578,1.1469398622374771,65.01101838276226,149.29349009095813
USA,2019,110.46137691733708,56.83704798044687,9.158097238609413,3.700762468698007,1.2932485264910625,1.9614152808901613,-0.8796401760967356,87.27961206236347,90.70239852800135
Germany,2017,108.65412521282845,91.35832823983075,3.274502249451445,1.686740943746072,5.846903644287779,0.8815251312901031,-0.5552882057184032,75.66729780164414,131.59948424788888
South Africa,2017,94.24955429015132,84.92217074159493,8.563401608863071,5.01232485272052,4.137716442664942,-1.9218332206465307,0.1426145788539716,75.53134930154134,77.02931993158667
South Africa,2020,167.09691237460856,99.98608524926996,10.215552747628127,3.19725096271403,5.796363239352329,-1.3590812289225989,2.131858296211847,76.42777128461209,135.3838215969995
Japan,2024,157.09122037458218,57.461877719364026,3.676240035622279,5.1409437810180165,3.72069355534029,3.5072191714218883,0.5218956851131118,67.3920609971732,135.52818541393597
South Africa,2019,96.74825822590698,57.31974882340802,8.72787224589273,5.032378632434506,0.7053099413666732,5.489697969949519,-0.8181005072198466,76.23889005903212,126.72484155607332
Canada,2015,91.95942459383016,99.92713510560964,9.847065437552075,4.306385987847481,5.511286669704647,1.950364770915126,0.8295649028369791,72.82623055075649,72.03353013952761
Spain,2017,155.51372556736192,93.42166859474251,9.336717912893011,2.564820807544553,1.3864145913140034,-1.8836426746569448,0.2270564558230894,77.69753060563899,101.37952360797858
Brazil,2017,104.9668008859186,84.25974745501983,4.99088497637642,6.438340039983235,6.636385707962987,-1.6845855090519528,1.4695131038049096,87.75744952246998,84.44602761018669
South Africa,2021,125.23182845183,95.05043866375676,7.737623948425019,5.157947608776659,1.0305948831988323,-1.5171833280754896,-0.1351386809644874,64.78634040339566,139.74268532737614
Netherlands,2021,140.34485933813778,96.77489589885111,8.57541311408653,3.8174702190028618,2.968607571164994,4.906669196574602,0.8167862479767631,74.37545632889193,72.05136526451486
USA,2015,117.45401188473625,116.55000144869412,9.587945476302648,4.493292420985183,1.514121162875837,-0.7520438373103788,-0.7967073574113019,85.98528437324805,118.0892009394567
UAE,2023,126.1477464624734,94.60410337657964,8.934185299852045,5.975588703532682,4.638352934086847,2.911468678080494,-0.7667178580375851,75.55224065835613,82.01352006536334
Russia,2018,131.48173539296903,75.1463358579836,8.336557662914347,2.3176193629251136,3.0420299882364445,5.7552985786823,-0.0965329855460536,79.70209993623877,96.01520513797558
Australia,2015,151.33495858845524,112.66447863810396,7.6050969790409955,4.160567426326578,1.1966180737085443,1.5792989345876371,0.8641604325925811,67.27411510904189,91.53945847595048
South Korea,2018,155.82384757040913,98.72144326376544,4.385063157058696,5.579165624953089,1.9588637169382943,-0.2094590814190153,0.8794104801269476,77.7881980452511,116.40689662702488
Spain,2019,94.7073480929038,114.8611337613046,7.429046637715844,2.791221941494792,3.4843824155486987,5.840260602283816,0.7241633289750435,69.86254830862525,120.67206834533806
France,2019,165.8412751843012,80.02958191625129,9.757839610123476,5.272714370423412,1.170305147433562,5.220423253436533,0.7683833035675001,84.79372398323224,95.60396808244894
Netherlands,2018,120.69079607228709,110.95274152360814,10.04146935652446,4.335081304933339,5.299919860133622,5.028124490410783,0.4144911257786154,69.81099484689716,123.40747084508678
UK,2023,165.1136671516857,72.18454036093944,4.525434720174832,4.284006312291751,6.585006032045076,3.568238373399784,0.9952140953127776,62.915294813123054,119.20057813593358
France,2015,118.8169926206522,95.03017529096472,7.12427601442365,4.228083946579675,6.619521257047413,1.088821102406194,2.3641669733837,87.16051925868192,85.66329078314371
Japan,2023,153.25720972102505,65.04582650135298,3.280648215551562,2.811320221499125,4.368006549551657,-1.5885934921259972,0.7372818652043271,77.90528546750667,96.73951126535688
Russia,2020,162.88833658826093,80.16212665632642,5.23842845328867,4.585724933020151,5.094051909755398,-0.6636647367924011,-0.4133327429908882,61.10014280800629,128.91216120525124
Russia,2021,146.3804527621805,83.22416130248698,10.597534040722774,5.528350764750266,4.304803368578889,4.946170244106069,-0.2795557648713112,63.35758858193184,91.57996892135915
UK,2020,104.39896433790835,118.1107388326712,6.537879522000844,5.960232775885567,4.602401068982209,4.358490428333187,0.7592298258681724,77.30711653879078,109.4014155055091
UK,2018,146.3501769108056,50.354310869235306,4.447272462757487,4.243668946832931,4.9973187850025065,3.2156900760208043,-0.2150574168880408,81.36537664042608,88.97992699974401
Switzerland,2019,135.38022407123762,71.38670174606165,6.572833653668551,3.736012702524178,4.403863166844012,2.125435421571982,2.2178719062504606,74.90890448717491,149.372641185865
South Africa,2022,101.92139873580444,118.3105679073392,6.032062125939961,2.4105895784434965,5.633040296426114,3.269662204007009,0.7436850075859864,76.66090652812893,127.53614226178112
India,2016,96.36559428657046,61.49860585516951,10.33117248208244,4.825986103481,3.899925260999276,0.8706438729880199,2.070201892845879,71.77335322267906,135.32795515772617
Germany,2024,165.64898411883223,96.10855421332616,4.466409843732867,1.852843737002149,4.675725308341051,-1.7879095156670255,1.0502145344571217,88.20690724274873,116.03793423007032
Netherlands,2023,175.55236959549347,51.276280787345314,4.762001871151915,1.5378143748907105,4.70858564200492,5.184244391599895,-0.1478119619829525,87.8110363438892,74.82139122316487
France,2022,129.44203047025815,54.0291132011651,7.94575994091362,3.707652506866885,6.2700771879289485,0.8073201004166295,-0.5902654425033795,64.28975046158507,130.92085053739777
China,2019,88.53496680786438,119.78119762921632,7.519755092981184,4.476925086600219,0.9359971030247788,3.9996837631934223,-0.2653304241654498,86.94162868322141,86.41117123856057
Russia,2019,157.34731256866007,59.16115625028449,11.728389405706904,3.768947706918196,2.034328011752016,-1.4120260213598987,-0.4058473321936073,75.59321845668053,96.9602541145029
France,2018,97.74395437797229,102.54303261486008,10.261512653405376,6.452525710003367,3.182014899924272,0.9761446863422654,1.717445362596989,70.22410620759054,144.46058604828517
Mexico,2023,157.0921844644052,109.13482596818211,9.84921591848699,4.631101608157077,1.3530917049355191,-1.739790564069985,2.222967467354904,78.49950943562214,133.7229832780941
USA,2018,131.42344384136118,91.46901982034296,3.41805371447998,4.537724259507192,1.6084068039673949,-1.479587256117764,2.3210993803866664,88.96896099223679,134.6717878493169
Japan,2020,81.09958286584805,59.58199410481651,11.100167776632944,5.869450387812576,4.3831851641070045,2.804134883469227,1.327628360911894,65.26113835870349,143.1529556739968
Italy,2018,135.38542844013207,117.85117749333692,7.707880597531339,4.646993190676312,5.022366478400012,1.6363285181421858,1.196453280294222,77.529429357693,142.0926408392791
Mexico,2018,176.88778552856917,102.47562822200472,4.170776161175688,5.291315979645113,0.6598149569822098,-1.823011587768022,0.1326357670233944,74.65929571213996,131.63259342462345
Switzerland,2015,126.52056122837182,54.209963982054965,8.060671342901188,6.288126422526901,1.6394691253247875,3.520039126565326,-0.2967320896933023,76.07483053419244,77.73411597173757
Sweden,2023,102.6656402226988,74.84974140823562,3.62481458471484,4.095298954541352,0.9394816633493968,4.4028520625788925,-0.1820077133134844,76.20035743813531,140.40632700491665
Switzerland,2020,165.14249577450957,64.5957360050135,11.375356931795244,2.08183198942738,5.813423105192745,1.0449863478126409,2.0729101215577432,86.04170070322351,134.4740320094097
France,2024,178.66395785011753,76.19895570292843,6.335779323602019,5.563997836287513,6.6571157529950815,5.888008510582967,1.6368236484062957,71.28778756592747,76.68005733589351
India,2015,173.83404568210378,62.68631463159621,3.598466406300997,5.205603246450295,4.234075235669428,4.7346302140661765,-0.5107966818079868,83.8580193557967,86.13018560381957
Germany,2019,131.63003483011954,72.60695310588721,10.156675752918332,2.854161256310371,3.3533142345866347,-1.3723489492618723,-0.9112723980458988,88.87945244033776,136.87840964097649
USA,2022,115.67533266935894,69.66541567811666,7.884264748424236,2.204621124873813,5.714280374901258,-1.4035948505618334,2.4541042781018105,83.16734307889972,85.89725452273379
Brazil,2015,159.94158789689794,98.62875295980989,5.449306235069664,4.451153334345436,2.8463303301101743,-1.2673434133869268,2.210597514117849,64.10455892756885,146.0189883056642
China,2016,113.51972416459007,106.1997414018608,3.041688207041425,3.167495858455721,3.088096508341132,2.299164823503383,2.219494657444661,70.39037983097884,97.7562561516982
India,2018,134.35528611139887,113.45304776751829,8.618141963225929,2.0844902035418205,6.608908803487588,3.021664424571343,0.1721696512998014,64.17816217990162,133.52201514162368
Sweden,2021,178.77855202148874,59.55078267897132,9.256300986428345,3.5215938405214606,3.283297497016496,3.74078212526541,1.4235265296352937,89.73767981106565,80.27154315633001
Switzerland,2016,125.03709362581851,102.93143302266722,6.128143718150839,4.82455862243609,5.670424745133239,5.417422555835621,-0.1787527135059126,71.97947747427925,82.1932810664334
India,2024,95.25390429142614,90.34018521167692,8.460435417445703,3.62065335651193,5.286887531560699,5.474936118152119,2.239489795173717,73.52518114212396,79.05904366726043
USA,2023,80.55221171236025,107.0822999918384,9.361716094628555,5.145035840204937,5.513257253458647,-1.4076427861272771,0.2546300499049541,63.47607178575389,139.04827407004748
Canada,2018,98.65700588860358,112.47912989429844,7.854080177240856,5.537200775820312,6.324593449502706,0.544027799774911,-0.6148182641531313,66.83805487625825,104.16862309010052
Italy,2024,179.97176732861303,119.76457859517338,7.998885350423647,5.3449370759025525,6.640977244235782,4.797179125419292,-0.1342816438988081,73.5163240593028,80.3327532121196
Sweden,2016,132.516338366706,99.63323832057029,3.961892307852695,4.336561098144518,2.167658094058865,5.703415001900638,0.6924097635197366,84.17977649325474,114.01812337250094
Mexico,2016,134.12665786761102,117.40944027012962,6.076849494348175,4.6631094656697405,6.5581826858151135,-1.179922176074566,2.280299705327579,80.6365716690244,75.42696472841375
Canada,2022,128.9452760277563,118.99553178774204,5.178497443603504,4.860677737029393,5.450527499636665,-0.0988996480608026,1.5487572201415087,71.03349398157759,120.58446644748636
Australia,2017,158.91712386073382,84.89095392503401,3.782282592786813,4.185532709092739,4.314467267135715,3.96351579347464,0.5108084118038778,63.82740908386691,92.70207246389796
Sweden,2020,89.57145555201618,51.65470102324355,8.777743503989395,4.535470180443904,4.053533182641456,-0.1444232310721966,0.3681709856693014,77.8342900555852,109.74134870873355
Mexico,2019,148.32953766065052,81.21318944637238,5.4626399965349925,6.485622500788556,3.2701784645338243,1.6110961946374038,-0.4273166258291578,83.84428646249788,125.49457806251908
Netherlands,2022,114.12478276261564,76.61369331501,6.589405028072104,4.400861846136662,3.96841655372471,2.863240742347557,1.6770914153974488,84.3895721614828,127.44984609811956
Switzerland,2018,162.60676302525283,104.741966136927,9.378702279686788,1.6808019026238106,2.470334313644636,0.1049005592867429,0.2604774261503169,62.62928240291516,144.95662584248504
Spain,2018,123.74749220237292,113.2911086145624,6.134299203209704,4.069947445799054,5.59374458281743,1.1723422585701613,1.1773034507975573,85.87091126240236,145.96164989261138
Italy,2019,84.54463803414579,69.66742327145613,11.553703356689027,5.9513189194545815,3.461768893107134,2.961060782412294,-0.0291658595660355,65.64363479171284,107.09587239519855
Japan,2022,118.92956140419766,70.208561573949,6.201054448184542,5.095229525921227,2.4312911515506377,2.531237122375177,0.6661764076968488,79.91013496087945,144.94637914598064
Italy,2015,157.7146915927437,89.08829748150634,6.817998083222786,6.03177192547368,1.2227836349899837,1.9410008343268728,-0.9602622433140332,74.05981925982378,74.50426205454698
UAE,2021,95.00486646939842,72.7273148823042,9.636213696490197,3.8800906468438328,2.9432738534475007,1.1558102285602825,0.6080636894209532,83.5504963151117,141.36677511521876
Italy,2023,176.99143978146031,108.9483246194996,10.54495834240024,3.8434657989748513,3.1963267651948235,0.1872565754456499,-0.8026857617217551,85.9416712876516,135.03208073040622
France,2023,141.8218063316261,57.07858732859532,3.7569612550349767,5.0048456572956,0.972959541367258,4.57488047432285,1.4718477950477369,62.44046341925699,76.78701712681536
India,2023,130.5888678884466,92.80179648042534,3.1629916543875645,5.860619544720757,6.55876883614348,2.5210654687136715,1.438277883569123,87.67498143531887,126.57909074507188
UK,2016,104.18522909004515,56.51719374641294,11.07494182157994,6.002090285816652,4.6151594722762415,0.7122383283896054,0.2222335111443132,81.77867036610718,141.76882079620617
Italy,2022,166.60638895004084,53.16530690743326,3.237302770475268,3.382316834390248,5.768596650081914,5.898209034519556,-0.4735408811376513,77.82392146056405,100.47126853048172
Netherlands,2015,176.99120461072704,56.57305010525928,9.053419064026135,3.718751096522856,6.142924653453785,-0.5828016844209127,1.424190832791576,85.1434586894433,145.56913755792186
UAE,2017,161.39702695060188,93.06536067617076,5.756282587079506,4.619479181458193,3.925769515425736,1.4086670711229718,-0.5425136814093019,86.598126457214,105.9827719057058
South Korea,2024,92.88698674734452,73.45831979813994,9.69157430662447,2.303799480241541,5.816785656773904,4.657073423661935,0.7761370681629267,60.19157615150501,92.96305065399302
Germany,2022,91.60726405069164,53.22018494152269,3.366559220870731,5.777302920055036,5.073776085970154,1.7933906326986016,-0.6575804377214949,74.74847625350498,107.87774166244526
Russia,2022,85.70868560893149,87.18186696007224,11.429451230654651,1.6967177033425482,1.2937144410651742,1.6175922262674822,2.268562561347667,69.48468314930251,110.5787846950714
UAE,2018,99.4622511820765,75.74315456141028,6.727167772760343,5.637689477834371,5.268493473649113,4.154439149130718,-0.9613905744997348,72.48461994539285,108.5075321308259
USA,2016,150.80725777960456,51.44091460070617,11.72918866945795,5.662213204002109,1.8802042194087951,-0.545400262343195,-0.3580842155129816,69.12726728878613,111.98051453057904
Italy,2017,102.35958385194526,117.4255777608428,3.109390272208347,6.349394133538195,0.7805394276787447,5.129144909584569,0.8469538818020494,89.78894388357901,75.9037251788319
South Africa,2024,126.26229567393165,110.77907537858664,9.544521627896772,5.213532605999905,3.26570667391249,0.7674799403757033,0.2986356704461095,89.62948691208173,73.2087353129986
Mexico,2015,141.69269183757422,118.68303246191964,8.686321743150016,2.799017905320799,4.621037070147474,2.319883037726844,1.7294588830290023,63.20941916480875,130.88223220016224
Russia,2016,139.23503285933623,113.86543419316835,4.895959701050999,4.614832917817414,4.605141430601384,3.864904179322248,-0.5395131020545907,81.47474894046266,142.72260165325127
Japan,2018,134.16342146608667,94.34347538783032,5.320989168898821,2.1967803703641207,5.9270465391954446,5.875217445628417,0.8399156380594004,65.15037857544911,91.78458612154952
China,2024,165.56964681062857,108.1153905196894,6.5746517665660935,4.840425682853231,1.8323979202028364,0.3451818420881061,2.137175364823919,60.39005770532208,76.84068246835744
Brazil,2021,168.5977748236187,93.11042317276132,5.096635272782704,1.6220039077826902,6.155642680356044,-1.829844713196903,2.0614558543946977,75.86811402081636,145.1254158810317
India,2022,114.56959935039194,62.7118401760998,11.176055052002654,4.416958973830602,3.1055342089636597,1.6960464291530617,2.315491688641353,64.6005420934824,116.89838656134378
Australia,2019,104.5957728384508,61.2476961281689,4.679103216461752,2.9254758434692354,1.6269283694159062,5.174123397011401,-0.7191818901842523,75.73534168710763,102.83174615917292
South Korea,2016,103.16717013834436,115.9912241894588,8.846819840931316,4.538683974394296,3.8324753216073058,-0.1546415062579305,-0.3821518879807211,66.61458627210526,84.91506097154036
UAE,2024,153.74337687214856,85.85553445688721,9.12205001287518,1.7083645030119214,1.0511481042977209,3.730587104501458,-0.7477048240046432,62.13770183295776,70.968678018791
UK,2015,114.10663510502584,57.94314648684124,11.322242564507064,5.886696766904905,2.1766205801485112,3.2798723682734323,1.8602777007042557,76.65602434798387,112.37204626848052
Switzerland,2023,119.86630277723133,60.24617945135744,6.307809800623783,1.840861546927468,0.6677773951716655,-0.918669686761418,2.370902890562109,76.4858860768505,147.2657728922576
Australia,2016,117.72841631046226,51.40498384444085,5.898712490248604,2.557240034982723,2.6287327891564454,-1.0419029454459905,2.1168454825896323,77.80777360662145,124.32818553155916
Japan,2021,121.8770524892073,76.81969697746482,7.670259347545538,1.7348298338752752,1.5808418969145162,3.904268931410964,-0.7102046622620574,78.09456328399165,89.62792877450568
Canada,2019,161.80147659224932,110.25114082794404,3.0625691747807164,4.053736512887829,3.2131715204670632,-0.223137516234158,-0.5804712143321102,70.12845514210883,145.43277631300154
China,2017,153.75012481097485,81.65525586228651,5.021443406459838,3.762197580663467,1.415570632468699,-0.5889041079502135,0.7442872045881792,72.56776348513644,143.187672085448
Sweden,2024,145.0877369047194,87.30704505859347,5.91900377803838,3.165009565290989,4.851665208788236,5.95311488976934,1.3164371644728252,76.73350252110075,128.45204081913968
Japan,2017,156.36057941597608,59.80792230365168,10.816211783081217,3.937155991247568,6.314589474811594,4.398842047578522,0.4882472656423171,60.67407924960352,91.49418875079569
